RecipID,DonorID,Population,OG,GrpType_Recip,Version,Amount_Given,Good_DR,Good_OthR,Rich_DR,Rich_OthR,Trust_DR,Trust_OthR,Friend_DR,Friend_OthR,Perceived_Benefits,Perceived_Costs,Stereotypes,Age,AgeDiff,Agreeable,Married,Nonanonymous_Play,Extraverted,Ill_This_Mo,Income_zscore,Can_Stay,log_Subj_SES,Market_Items_zscore,PlacesLived,Risk_Aversion,Years_Education,Self,Shortfall_Summary,Sex_Male,Times_Church_Mo,Visited_zscore,Coop_Labor,Media_zscore,Date.Time2,TV,Car
114,2,Intercultural,3,Religion,F,3,1,1.583333333,2,1.333333333,NPD,1.166666667,FALSE,0.333333333,,,,30,4,5,TRUE,FALSE,5,0,-0.051598451,0,0.693147181,1.434657741,2,8,12,3,-0.709630785,FALSE,4,-0.385249807,1,-0.24856691,11/21/2014 9:37,1,1
45,2,Intercultural,3,Religion,F,3,1,1.666666667,2,1.277777778,NPD,1.105263158,FALSE,0.4,,,,30,7,5,TRUE,FALSE,5,0,-0.051598451,0,0.693147181,1.434657741,2,8,12,3,-0.709630785,FALSE,4,-0.385249807,1,-0.24856691,11/21/2014 9:37,1,1
35,3,Intercultural,1,Ethnic,D,1,2,1.166666667,2,1.125,2,1.16,TRUE,0.333333333,,,,40,7,5,FALSE,TRUE,7,0,-2.187518699,1,1.504077397,1.706824462,4,7,12,5,-0.650157116,TRUE,1,2.241746093,0,1.557916893,11/24/2014 15:54,1,1
96,3,Intercultural,3,Ethnic,D,8,2,1.857142857,1,1.214285714,2,1.466666667,TRUE,0.533333333,,,,40,8,5,FALSE,TRUE,7,0,-2.187518699,1,1.504077397,1.706824462,4,7,12,5,-0.650157116,TRUE,1,2.241746093,0,1.557916893,11/24/2014 15:54,1,1
23,3,Intercultural,1,Ethnic,D,1,2,1.538461538,2,1.307692308,2,1.28,TRUE,0.321428571,,,,40,-8,5,FALSE,TRUE,7,0,-2.187518699,1,1.504077397,1.706824462,4,7,12,5,-0.650157116,TRUE,1,2.241746093,0,1.557916893,11/24/2014 15:54,1,1
25,3,Intercultural,1,Ethnic,D,2,2,1.363636364,2,1.545454545,2,1.090909091,TRUE,0.333333333,,,,40,23,5,FALSE,TRUE,7,0,-2.187518699,1,1.504077397,1.706824462,4,7,12,5,-0.650157116,TRUE,1,2.241746093,0,1.557916893,11/24/2014 15:54,1,1
76,3,Intercultural,3,Ethnic,D,2,2,1.636363636,2,2,2,1.642857143,TRUE,0.571428571,,,,40,22,5,FALSE,TRUE,7,0,-2.187518699,1,1.504077397,1.706824462,4,7,12,5,-0.650157116,TRUE,1,2.241746093,0,1.557916893,11/24/2014 15:54,1,1
70,3,Intercultural,3,Ethnic,D,2,2,1.666666667,1,1.5,2,1.5,TRUE,0.666666667,,,,40,-6,5,FALSE,TRUE,7,0,-2.187518699,1,1.504077397,1.706824462,4,7,12,5,-0.650157116,TRUE,1,2.241746093,0,1.557916893,11/24/2014 15:54,1,1
76,4,Intercultural,3,Ethnic,D,3,2,1.636363636,2,2,2,1.642857143,FALSE,0.642857143,Btwn bens,Btwn costs,Negative,40,20,11,TRUE,TRUE,8,0,-0.533658053,0,0.693147181,-0.541177624,7,8,12,1,1.747883224,TRUE,0,-0.604166132,0,-0.756640479,12/8/2014 2:09,1,0
96,4,Intercultural,3,Ethnic,D,5,1,1.928571429,2,1.142857143,1,1.533333333,FALSE,0.6,Btwn bens,Btwn costs,Negative,40,6,11,TRUE,TRUE,8,0,-0.533658053,0,0.693147181,-0.541177624,7,8,12,1,1.747883224,TRUE,0,-0.604166132,0,-0.756640479,12/8/2014 2:09,1,0
70,4,Intercultural,3,Ethnic,D,5,1,1.833333333,2,1.333333333,1,1.666666667,FALSE,0.833333333,Btwn bens,Btwn costs,Negative,40,-8,11,TRUE,TRUE,8,0,-0.533658053,0,0.693147181,-0.541177624,7,8,12,1,1.747883224,TRUE,0,-0.604166132,0,-0.756640479,12/8/2014 2:09,1,0
25,4,Intercultural,1,Ethnic,D,3,0,1.363636364,2,1.545454545,2,1.090909091,FALSE,0.333333333,,,,40,21,11,TRUE,TRUE,8,0,-0.533658053,0,0.693147181,-0.541177624,7,8,12,1,1.747883224,TRUE,0,-0.604166132,0,-0.756640479,12/8/2014 2:09,1,0
35,4,Intercultural,1,Ethnic,D,2,2,1.166666667,2,1.125,0,1.16,FALSE,0.333333333,,,,40,5,11,TRUE,TRUE,8,0,-0.533658053,0,0.693147181,-0.541177624,7,8,12,1,1.747883224,TRUE,0,-0.604166132,0,-0.756640479,12/8/2014 2:09,1,0
23,4,Intercultural,1,Ethnic,D,2,2,1.538461538,2,1.307692308,0,1.28,FALSE,0.321428571,,,,40,-10,11,TRUE,TRUE,8,0,-0.533658053,0,0.693147181,-0.541177624,7,8,12,1,1.747883224,TRUE,0,-0.604166132,0,-0.756640479,12/8/2014 2:09,1,0
113,5,Intercultural,3,Ethnic,B,2,2,1.375,2,1.5,2,1.222222222,FALSE,0.666666667,,,,40,6,9,TRUE,TRUE,6,0,0.006512843,1,0.405465108,1.796079213,5,4,7,1,0.728647888,TRUE,4,-0.166333482,0,-0.813093098,11/20/2014 2:29,1,1
35,5,Intercultural,1,Ethnic,B,2,2,1.166666667,3,1.125,2,1.16,FALSE,0.333333333,Btwn bens,Btwn costs,,40,7,9,TRUE,TRUE,6,0,0.006512843,1,0.405465108,1.796079213,5,4,7,1,0.728647888,TRUE,4,-0.166333482,0,-0.813093098,11/20/2014 2:29,1,1
23,5,Intercultural,1,Ethnic,B,2,2,1.538461538,2,1.307692308,2,1.28,TRUE,0.321428571,Btwn bens,Btwn costs,,40,-8,9,TRUE,TRUE,6,0,0.006512843,1,0.405465108,1.796079213,5,4,7,1,0.728647888,TRUE,4,-0.166333482,0,-0.813093098,11/20/2014 2:29,1,1
86,5,Intercultural,3,Ethnic,B,6,2,1.3,1,1.6,2,1.2,FALSE,0.5,,,,40,20,9,TRUE,TRUE,6,0,0.006512843,1,0.405465108,1.796079213,5,4,7,1,0.728647888,TRUE,4,-0.166333482,0,-0.813093098,11/20/2014 2:29,1,1
70,5,Intercultural,3,Ethnic,B,2,2,1.666666667,2,1.333333333,2,1.5,TRUE,0.666666667,,,,40,-6,9,TRUE,TRUE,6,0,0.006512843,1,0.405465108,1.796079213,5,4,7,1,0.728647888,TRUE,4,-0.166333482,0,-0.813093098,11/20/2014 2:29,1,1
25,5,Intercultural,1,Ethnic,B,6,2,1.363636364,2,1.545454545,2,1.090909091,TRUE,0.333333333,Btwn bens,Btwn costs,,40,23,9,TRUE,TRUE,6,0,0.006512843,1,0.405465108,1.796079213,5,4,7,1,0.728647888,TRUE,4,-0.166333482,0,-0.813093098,11/20/2014 2:29,1,1
74,6,Intercultural,3,Religion,A,0,2,1.714285714,2,1.428571429,2,1.5,FALSE,0.571428571,Btwn bens,Within costs,,40,-15,11,TRUE,FALSE,8,0,0.141885745,1,1.945910149,1.673452169,1,9,12,15,1.028743887,FALSE,2,-0.166333482,0,0.76758023,12/1/2014 11:57,1,1
115,6,Intercultural,1,Religion,A,6,2,0.615384615,1,1.384615385,2,0.785714286,FALSE,0.285714286,Within bens,None,Negative,40,-6,11,TRUE,FALSE,8,0,0.141885745,1,1.945910149,1.673452169,1,9,12,15,1.028743887,FALSE,2,-0.166333482,0,0.76758023,12/1/2014 11:57,1,1
85,6,Intercultural,3,Religion,A,0,0,1.538461538,0,1.153846154,0,1.230769231,FALSE,0.153846154,Btwn bens,Within costs,,40,-7,11,TRUE,FALSE,8,0,0.141885745,1,1.945910149,1.673452169,1,9,12,15,1.028743887,FALSE,2,-0.166333482,0,0.76758023,12/1/2014 11:57,1,1
114,6,Intercultural,1,Religion,A,0,0,1.538461538,2,1.384615385,2,1.166666667,FALSE,0.307692308,Within bens,None,Negative,40,-11,11,TRUE,FALSE,8,0,0.141885745,1,1.945910149,1.673452169,1,9,12,15,1.028743887,FALSE,2,-0.166333482,0,0.76758023,12/1/2014 11:57,1,1
108,6,Intercultural,3,Religion,A,0,2,1.72,2,1.84,2,1.48,FALSE,0.48,Btwn bens,Within costs,,40,-8,11,TRUE,FALSE,8,0,0.141885745,1,1.945910149,1.673452169,1,9,12,15,1.028743887,FALSE,2,-0.166333482,0,0.76758023,12/1/2014 11:57,1,1
93,6,Intercultural,1,Religion,A,0,2,1.45,2,1.7,2,1,FALSE,0.45,Within bens,None,Negative,40,-10,11,TRUE,FALSE,8,0,0.141885745,1,1.945910149,1.673452169,1,9,12,15,1.028743887,FALSE,2,-0.166333482,0,0.76758023,12/1/2014 11:57,1,1
72,7,Intercultural,1,Religion,B,4,2,1.8,3,1.777777778,2,1.454545455,TRUE,0.727272727,Relig bens,Bad,Neutral,50,2,9,TRUE,FALSE,6,0,-0.338522968,1,1.504077397,-0.000614558,3,4,10,5,-1.144461606,TRUE,0,1.803913443,0,0.76758023,10/28/2014 0:43,1,0
35,7,Intercultural,2,Religion,B,1,2,1.130434783,1,1.130434783,2,1.125,TRUE,0.307692308,,,,50,0,9,TRUE,FALSE,6,0,-0.338522968,1,1.504077397,-0.000614558,3,4,10,5,-1.144461606,TRUE,0,1.803913443,0,0.76758023,10/28/2014 0:43,1,0
100,7,Intercultural,1,Religion,B,4,1,1.666666667,2,1.2,1,1.5,FALSE,0.666666667,Relig bens,Bad,Neutral,50,-4,9,TRUE,FALSE,6,0,-0.338522968,1,1.504077397,-0.000614558,3,4,10,5,-1.144461606,TRUE,0,1.803913443,0,0.76758023,10/28/2014 0:43,1,0
96,7,Intercultural,1,Religion,B,5,2,1.866666667,2,1.2,2,1.5,TRUE,0.5625,Relig bens,Bad,Neutral,50,1,9,TRUE,FALSE,6,0,-0.338522968,1,1.504077397,-0.000614558,3,4,10,5,-1.144461606,TRUE,0,1.803913443,0,0.76758023,10/28/2014 0:43,1,0
116,7,Intercultural,2,Religion,B,1,1,1.6,1,1.1,1,1.5,FALSE,0.636363636,,,,50,2,9,TRUE,FALSE,6,0,-0.338522968,1,1.504077397,-0.000614558,3,4,10,5,-1.144461606,TRUE,0,1.803913443,0,0.76758023,10/28/2014 0:43,1,0
101,7,Intercultural,2,Religion,B,1,1,1.7,2,1.8,1,1.727272727,FALSE,0.727272727,,,,50,-1,9,TRUE,FALSE,6,0,-0.338522968,1,1.504077397,-0.000614558,3,4,10,5,-1.144461606,TRUE,0,1.803913443,0,0.76758023,10/28/2014 0:43,1,0
82,8,Intercultural,3,Ethnic,F,0,2,1.375,2,1.142857143,2,1.25,TRUE,0.222222222,,,,50,-21,1,TRUE,TRUE,4,0,-0.875061907,1,0,-0.525888071,5,4,5,9,-0.049965118,TRUE,4,-0.604166132,0,-0.70018786,11/1/2014 11:54,1,0
35,8,Intercultural,1,Ethnic,F,0,0,1.166666667,2,1.125,2,1.16,TRUE,0.333333333,Btwn bens,Btwn costs,,50,-5,1,TRUE,TRUE,4,0,-0.875061907,1,0,-0.525888071,5,4,5,9,-0.049965118,TRUE,4,-0.604166132,0,-0.70018786,11/1/2014 11:54,1,0
23,8,Intercultural,1,Ethnic,F,0,2,1.538461538,2,1.307692308,2,1.28,TRUE,0.321428571,Btwn bens,Btwn costs,,50,-20,1,TRUE,TRUE,4,0,-0.875061907,1,0,-0.525888071,5,4,5,9,-0.049965118,TRUE,4,-0.604166132,0,-0.70018786,11/1/2014 11:54,1,0
113,8,Intercultural,3,Ethnic,F,0,0,1.625,2,1.5,2,1.222222222,TRUE,0.555555556,,,,50,-6,1,TRUE,TRUE,4,0,-0.875061907,1,0,-0.525888071,5,4,5,9,-0.049965118,TRUE,4,-0.604166132,0,-0.70018786,11/1/2014 11:54,1,0
25,8,Intercultural,1,Ethnic,F,6,1,1.363636364,1,1.545454545,2,1.090909091,TRUE,0.333333333,Btwn bens,Btwn costs,,50,11,1,TRUE,TRUE,4,0,-0.875061907,1,0,-0.525888071,5,4,5,9,-0.049965118,TRUE,4,-0.604166132,0,-0.70018786,11/1/2014 11:54,1,0
86,8,Intercultural,3,Ethnic,F,6,2,1.3,1,1.6,2,1.2,TRUE,0.4,,,,50,8,1,TRUE,TRUE,4,0,-0.875061907,1,0,-0.525888071,5,4,5,9,-0.049965118,TRUE,4,-0.604166132,0,-0.70018786,11/1/2014 11:54,1,0
25,9,Intercultural,1,Ethnic,F,3,2,1.363636364,2,1.545454545,2,1.090909091,FALSE,0.333333333,None,Btwn costs,,40,24,9,FALSE,FALSE,4,0,0.167639614,0,1.098612289,1.571396462,3,4,7,3,-1.804127273,TRUE,0,-0.823082457,0,-0.615508932,11/3/2014 12:32,1,1
88,9,Intercultural,3,Ethnic,F,3,2,1.333333333,2,1.8,2,1.333333333,FALSE,0.571428571,,,,40,-6,9,FALSE,FALSE,4,0,0.167639614,0,1.098612289,1.571396462,3,4,7,3,-1.804127273,TRUE,0,-0.823082457,0,-0.615508932,11/3/2014 12:32,1,1
35,9,Intercultural,1,Ethnic,F,3,2,1.166666667,2,1.125,2,1.16,FALSE,0.333333333,None,Btwn costs,,40,8,9,FALSE,FALSE,4,0,0.167639614,0,1.098612289,1.571396462,3,4,7,3,-1.804127273,TRUE,0,-0.823082457,0,-0.615508932,11/3/2014 12:32,1,1
23,9,Intercultural,1,Ethnic,F,3,2,1.538461538,2,1.307692308,2,1.28,TRUE,0.321428571,None,Btwn costs,,40,-7,9,FALSE,FALSE,4,0,0.167639614,0,1.098612289,1.571396462,3,4,7,3,-1.804127273,TRUE,0,-0.823082457,0,-0.615508932,11/3/2014 12:32,1,1
96,9,Intercultural,3,Ethnic,F,3,2,1.857142857,2,1.142857143,2,1.466666667,FALSE,0.6,,,,40,9,9,FALSE,FALSE,4,0,0.167639614,0,1.098612289,1.571396462,3,4,7,3,-1.804127273,TRUE,0,-0.823082457,0,-0.615508932,11/3/2014 12:32,1,1
86,9,Intercultural,3,Ethnic,F,3,2,1.3,2,1.5,2,1.2,FALSE,0.5,,,,40,21,9,FALSE,FALSE,4,0,0.167639614,0,1.098612289,1.571396462,3,4,7,3,-1.804127273,TRUE,0,-0.823082457,0,-0.615508932,11/3/2014 12:32,1,1
72,10,Intercultural,1,Religion,C,3,2,1.8,2,1.777777778,2,1.454545455,TRUE,0.727272727,Btwn bens,Suffer discrim,,50,-2,9,TRUE,FALSE,6,0,-1.106186374,0,0.916290732,0.433013245,4,6,12,3,0.187929559,TRUE,2,1.147164468,1,-0.813093098,10/29/2014 1:32,0,0
96,10,Intercultural,1,Religion,C,3,2,1.866666667,2,1.2,2,1.5,TRUE,0.5625,Btwn bens,Suffer discrim,,50,-3,9,TRUE,FALSE,6,0,-1.106186374,0,0.916290732,0.433013245,4,6,12,3,0.187929559,TRUE,2,1.147164468,1,-0.813093098,10/29/2014 1:32,0,0
68,10,Intercultural,1,Religion,C,3,2,1.25,2,1,2,1.25,TRUE,0.285714286,Btwn bens,Suffer discrim,,50,2,9,TRUE,FALSE,6,0,-1.106186374,0,0.916290732,0.433013245,4,6,12,3,0.187929559,TRUE,2,1.147164468,1,-0.813093098,10/29/2014 1:32,0,0
101,10,Intercultural,3,Religion,C,3,2,1.6,2,1.8,2,1.636363636,TRUE,0.636363636,,,,50,-5,9,TRUE,FALSE,6,0,-1.106186374,0,0.916290732,0.433013245,4,6,12,3,0.187929559,TRUE,2,1.147164468,1,-0.813093098,10/29/2014 1:32,0,0
116,10,Intercultural,3,Religion,C,3,2,1.5,1,1.1,2,1.4,TRUE,0.545454545,,,,50,-2,9,TRUE,FALSE,6,0,-1.106186374,0,0.916290732,0.433013245,4,6,12,3,0.187929559,TRUE,2,1.147164468,1,-0.813093098,10/29/2014 1:32,0,0
35,10,Intercultural,3,Religion,C,3,2,1.130434783,2,1.086956522,2,1.125,TRUE,0.307692308,,,,50,-4,9,TRUE,FALSE,6,0,-1.106186374,0,0.916290732,0.433013245,4,6,12,3,0.187929559,TRUE,2,1.147164468,1,-0.813093098,10/29/2014 1:32,0,0
86,11,Intercultural,3,Ethnic,D,4,2,1.3,2,1.5,2,1.2,TRUE,0.4,Btwn bens,Btwn costs,,40,24,9,FALSE,TRUE,6,0,0.726300467,1,0,-0.414621534,4,10,12,3,-0.455948625,TRUE,0,-0.385249807,1,0.76758023,12/10/2014 2:35,1,0
35,11,Intercultural,1,Ethnic,D,2,2,1.166666667,3,1.125,2,1.16,TRUE,0.333333333,Btwn bens,None,Neutral,40,11,9,FALSE,TRUE,6,0,0.726300467,1,0,-0.414621534,4,10,12,3,-0.455948625,TRUE,0,-0.385249807,1,0.76758023,12/10/2014 2:35,1,0
113,11,Intercultural,3,Ethnic,D,3,1,1.5,2,1.5,2,1.222222222,TRUE,0.555555556,Btwn bens,Btwn costs,,40,10,9,FALSE,TRUE,6,0,0.726300467,1,0,-0.414621534,4,10,12,3,-0.455948625,TRUE,0,-0.385249807,1,0.76758023,12/10/2014 2:35,1,0
25,11,Intercultural,1,Ethnic,D,4,2,1.363636364,2,1.545454545,2,1.090909091,TRUE,0.333333333,Btwn bens,None,Neutral,40,27,9,FALSE,TRUE,6,0,0.726300467,1,0,-0.414621534,4,10,12,3,-0.455948625,TRUE,0,-0.385249807,1,0.76758023,12/10/2014 2:35,1,0
70,11,Intercultural,3,Ethnic,D,3,2,1.666666667,2,1.333333333,2,1.5,TRUE,0.666666667,Btwn bens,Btwn costs,,40,-2,9,FALSE,TRUE,6,0,0.726300467,1,0,-0.414621534,4,10,12,3,-0.455948625,TRUE,0,-0.385249807,1,0.76758023,12/10/2014 2:35,1,0
23,11,Intercultural,1,Ethnic,D,2,2,1.538461538,2,1.307692308,2,1.28,TRUE,0.321428571,Btwn bens,None,Neutral,40,-4,9,FALSE,TRUE,6,0,0.726300467,1,0,-0.414621534,4,10,12,3,-0.455948625,TRUE,0,-0.385249807,1,0.76758023,12/10/2014 2:35,1,0
48,12,Intercultural,2,Religion,A,0,1,0.363636364,3,1.727272727,2,0.714285714,TRUE,0.12,Within bens,Bad,Negative,30,3,7,TRUE,TRUE,7,0,-0.725106152,1,1.704748092,1.736532008,8,8,14.5,3,0.12845589,TRUE,0,2.898495069,1,1.557916893,12/4/2014 12:34,0,1
105,12,Intercultural,1,Religion,A,0,1,0,2,1.5,2,0,TRUE,0.5,Good,Suffer discrim,Negative,30,-1,7,TRUE,TRUE,7,0,-0.725106152,1,1.704748092,1.736532008,8,8,14.5,3,0.12845589,TRUE,0,2.898495069,1,1.557916893,12/4/2014 12:34,0,1
23,12,Intercultural,2,Religion,A,0,2,1.52,2,1.28,2,1.25,TRUE,0.296296296,Within bens,Bad,Negative,30,2,7,TRUE,TRUE,7,0,-0.725106152,1,1.704748092,1.736532008,8,8,14.5,3,0.12845589,TRUE,0,2.898495069,1,1.557916893,12/4/2014 12:34,0,1
101,12,Intercultural,2,Religion,A,3,2,1.6,2,1.8,2,1.636363636,TRUE,0.636363636,Within bens,Bad,Negative,30,16,7,TRUE,TRUE,7,0,-0.725106152,1,1.704748092,1.736532008,8,8,14.5,3,0.12845589,TRUE,0,2.898495069,1,1.557916893,12/4/2014 12:34,0,1
91,12,Intercultural,1,Religion,A,0,2,1.6,2,1.2,2,1.8,TRUE,0.8,Good,Suffer discrim,Negative,30,4,7,TRUE,TRUE,7,0,-0.725106152,1,1.704748092,1.736532008,8,8,14.5,3,0.12845589,TRUE,0,2.898495069,1,1.557916893,12/4/2014 12:34,0,1
96,12,Intercultural,1,Religion,A,15,1,1.866666667,2,1.2,2,1.5,TRUE,0.5625,Good,Suffer discrim,Negative,30,18,7,TRUE,TRUE,7,0,-0.725106152,1,1.704748092,1.736532008,8,8,14.5,3,0.12845589,TRUE,0,2.898495069,1,1.557916893,12/4/2014 12:34,0,1
113,13,Intercultural,3,Ethnic,F,1,2,1.375,2,1.5,0,1.444444444,TRUE,0.555555556,Within bens,Btwn costs,,30,17,9,TRUE,FALSE,8,0,-0.06084343,1,1.386294361,1.913885559,4,10,12,15,-2.044749603,TRUE,0,3.117411394,0,-0.417924766,12/4/2014 21:34,1,1
23,13,Intercultural,1,Ethnic,F,1,2,1.538461538,2,1.307692308,0,1.28,TRUE,0.321428571,Btwn bens,Btwn costs,Positive,30,3,9,TRUE,FALSE,8,0,-0.06084343,1,1.386294361,1.913885559,4,10,12,15,-2.044749603,TRUE,0,3.117411394,0,-0.417924766,12/4/2014 21:34,1,1
35,13,Intercultural,1,Ethnic,F,1,2,1.166666667,2,1.125,0,1.16,TRUE,0.333333333,Btwn bens,Btwn costs,Positive,30,18,9,TRUE,FALSE,8,0,-0.06084343,1,1.386294361,1.913885559,4,10,12,15,-2.044749603,TRUE,0,3.117411394,0,-0.417924766,12/4/2014 21:34,1,1
95,13,Intercultural,3,Ethnic,F,1,2,1,2,1.75,0,1.6,TRUE,0.8,Within bens,Btwn costs,,30,5,9,TRUE,FALSE,8,0,-0.06084343,1,1.386294361,1.913885559,4,10,12,15,-2.044749603,TRUE,0,3.117411394,0,-0.417924766,12/4/2014 21:34,1,1
86,13,Intercultural,3,Ethnic,F,1,2,1.3,2,1.5,0,1.4,TRUE,0.4,Within bens,Btwn costs,,30,31,9,TRUE,FALSE,8,0,-0.06084343,1,1.386294361,1.913885559,4,10,12,15,-2.044749603,TRUE,0,3.117411394,0,-0.417924766,12/4/2014 21:34,1,1
25,13,Intercultural,1,Ethnic,F,1,2,1.363636364,2,1.545454545,0,1.090909091,TRUE,0.333333333,Btwn bens,Btwn costs,Positive,30,34,9,TRUE,FALSE,8,0,-0.06084343,1,1.386294361,1.913885559,4,10,12,15,-2.044749603,TRUE,0,3.117411394,0,-0.417924766,12/4/2014 21:34,1,1
107,14,Intercultural,1,Religion,B,2,2,2,2,2,0,2,TRUE,0.5,Within bens,None,Negative,30,-2,6,TRUE,FALSE,6,0,-0.254327626,1,1.609437912,1.547388138,2,8,5,5,-0.006278932,FALSE,0,0.052582843,0,-0.022756434,11/8/2014 21:44,1,1
93,14,Intercultural,3,Religion,B,2,2,1.421052632,2,1.684210526,0,1.055555556,TRUE,0.421052632,,,,30,1,6,TRUE,FALSE,6,0,-0.254327626,1,1.609437912,1.547388138,2,8,5,5,-0.006278932,FALSE,0,0.052582843,0,-0.022756434,11/8/2014 21:44,1,1
115,14,Intercultural,3,Religion,B,2,0,0.666666667,2,1.333333333,0,0.846153846,TRUE,0.230769231,,,,30,5,6,TRUE,FALSE,6,0,-0.254327626,1,1.609437912,1.547388138,2,8,5,5,-0.006278932,FALSE,0,0.052582843,0,-0.022756434,11/8/2014 21:44,1,1
45,14,Intercultural,3,Religion,B,4,2,1.611111111,1,1.333333333,0,1.166666667,TRUE,0.35,,,,30,3,6,TRUE,FALSE,6,0,-0.254327626,1,1.609437912,1.547388138,2,8,5,5,-0.006278932,FALSE,0,0.052582843,0,-0.022756434,11/8/2014 21:44,1,1
108,14,Intercultural,1,Religion,B,2,1,1.730769231,2,1.846153846,0,1.5,TRUE,0.461538462,Within bens,None,Negative,30,3,6,TRUE,FALSE,6,0,-0.254327626,1,1.609437912,1.547388138,2,8,5,5,-0.006278932,FALSE,0,0.052582843,0,-0.022756434,11/8/2014 21:44,1,1
85,14,Intercultural,1,Religion,B,4,1,1.428571429,1,1.071428571,0,1.142857143,TRUE,0.142857143,Within bens,None,Negative,30,4,6,TRUE,FALSE,6,0,-0.254327626,1,1.609437912,1.547388138,2,8,5,5,-0.006278932,FALSE,0,0.052582843,0,-0.022756434,11/8/2014 21:44,1,1
60,15,Intercultural,2,Religion,C,2,2,1.125,2,2,0,1,FALSE,0.375,None,Within costs,Negative,30,4,9,TRUE,TRUE,6,0,1.980976142,1,1.386294361,-0.282081749,5,12,10,2,0.969270218,FALSE,3,0.271499168,0,3.138590221,10/31/2014 12:56,1,0
108,15,Intercultural,2,Religion,C,2,2,1.72,2,1.84,0,1.56,FALSE,0.48,None,Within costs,Negative,30,1,9,TRUE,TRUE,6,0,1.980976142,1,1.386294361,-0.282081749,5,12,10,2,0.969270218,FALSE,3,0.271499168,0,3.138590221,10/31/2014 12:56,1,0
